203778,95.00,64.06,44.74,100.00,100.00,False
204778,95.00,64.77,45.04,100.00,100.00,False
205778,95.00,65.45,45.34,100.00,100.00,False
206778,95.00,66.12,45.67,100.00,100.00,False
207778,95.00,66.72,45.97,100.00,100.00,False
208778,95.00,67.28,46.27,100.00,100.00,False
209778,95.00,67.84,46.56,100.00,100.00,False
210778,95.00,68.41,46.79,100.00,100.00,False
211778,95.00,69.00,47.12,100.00,100.00,False
212778,95.00,69.72,47.46,100.00,100.00,False
213778,95.00,70.32,47.72,100.00,100.00,False
214778,95.00,70.95,48.05,100.00,100.00,False
215778,95.00,71.59,48.31,100.00,100.00,False
216778,95.00,72.23,48.65,100.00,100.00,False
217778,95.00,72.83,48.91,100.00,100.00,False
218778,95.00,73.43,49.21,100.00,100.00,False
219778,95.00,74.03,49.54,100.00,100.00,False
220778,95.00,74.63,49.80,100.00,100.00,False
221778,95.00,75.27,50.06,98.60,100.00,False
222778,95.00,75.83,50.40,96.34,100.00,False
223778,95.00,76.51,50.70,93.65,100.00,False
224778,95.00,77.18,51.00,90.94,100.00,False
225778,95.00,77.86,51.26,88.24,100.00,False
226778,95.00,78.57,51.55,85.39,100.00,False
227778,95.00,79.29,51.85,82.53,100.00,False
228778,95.00,80.04,52.11,79.53,100.00,False
229778,95.00,80.71,52.41,76.81,100.00,False
230778,95.00,81.47,52.71,73.81,100.00,False
231778,95.00,82.11,52.97,71.24,100.00,False
232778,95.00,82.74,53.27,68.69,100.00,False
233778,95.00,83.31,53.57,66.42,100.00,False
234778,95.00,83.84,53.83,64.31,100.00,False
235778,95.00,84.32,54.13,62.35,100.00,False
236778,95.00,84.78,54.39,60.54,100.00,False
237778,95.00,85.19,54.69,58.88,100.00,False
238778,95.00,85.68,54.95,56.93,100.00,False
239778,95.00,86.13,55.21,55.12,100.00,False
240778,95.00,86.66,55.47,53.02,100.00,False
241778,95.00,87.19,55.73,51.30,100.00,False
242778,95.00,87.60,55.99,49.63,100.00,False
